VM_Number,RAMUsage
0,21.7
1,23.4
2,24.8
3,25.5
4,26.9
5,28.1
6,29.5
7,30.8
8,32.1
9,33.4
10,34.7
11,36.0
12,37.4
13,38.7
14,40.0
15,41.3
16,42.6
17,43.9
18,45.2
19,46.5
20,47.9
21,49.2
22,50.6
23,51.9
24,53.2
25,54.6
26,55.9
27,57.3
28,58.6
29,60.0
30,61.3
31,62.6
32,64.0
33,65.4
34,66.7
35,68.0
36,69.4
37,70.8
38,72.1
39,73.5
40,74.9
41,76.2
42,77.6
43,79.0
44,80.3
45,81.7
46,83.0
47,84.4
48,85.7
49,87.0
50,88.4
51,89.7
52,90.9
53,92.2
54,93.5
55,94.8
56,96.0
