VM_Number,RAMUsage
0,19.2
1,21.2
2,22.4
3,23.9
4,25.2
5,26.5
6,27.9
7,29.2
8,30.6
9,31.9
10,33.3
11,34.6
12,36.0
13,37.4
14,38.8
15,40.3
16,41.8
17,43.1
18,44.5
19,45.8
20,47.2
21,48.5
22,49.8
23,51.2
24,52.5
25,53.9
26,55.3
27,56.6
28,58.0
29,59.3
30,60.8
31,62.1
32,63.4
33,64.8
34,66.2
35,67.7
36,69.1
37,70.4
38,71.8
39,73.0
40,74.4
41,75.8
42,77.1
43,78.4
44,79.8
45,81.2
46,82.6
47,83.9
48,85.3
49,86.8
50,88.1
51,89.3
52,90.8
53,92.1
54,93.4
55,94.7
56,95.9
