VM_Number,RAMUsage
0,22.6
1,24.2
2,25.4
3,26.4
4,27.7
5,28.9
6,30.2
7,31.5
8,32.8
9,34.2
10,35.5
11,36.8
12,38.2
13,39.5
14,40.8
15,42.2
16,43.4
17,44.8
18,46.1
19,47.5
20,48.8
21,50.2
22,51.5
23,52.9
24,53.8
25,55.1
26,56.5
27,57.9
28,59.2
29,60.6
30,61.9
31,63.2
32,64.7
33,66.0
34,66.9
35,68.2
36,69.6
37,71.0
38,72.3
39,73.7
40,75.1
41,76.5
42,77.9
43,79.3
44,80.6
45,82.0
46,83.4
47,84.7
48,86.1
49,87.3
50,88.6
51,90.0
52,91.3
53,92.6
54,93.7
55,94.7
56,96.0
