VM_Number,CPUUsage
0,2.0
1,35.8
2,30.8
3,34.0
4,30.6
5,27.4
6,20.0
7,32.4
8,38.4
9,41.2
10,35.5
11,35.1
12,35.5
13,41.8
14,33.7
15,38.3
16,32.2
17,34.9
18,39.4
19,35.1
20,32.9
21,35.7
22,42.0
23,38.2
