VM_Number,CPUUsage
0,0.0
1,39.2
2,33.9
3,36.3
4,24.1
5,33.1
6,36.1
7,30.9
8,35.3
9,32.7
10,40.0
11,34.9
12,28.4
13,16.8
14,27.0
15,41.4
16,39.3
17,16.9
18,36.0
19,44.5
20,30.7
21,39.2
22,41.6
23,34.0
