VM_Number,RAMUsage
0,36.4
1,39.9
2,42.4
3,45.0
4,47.3
5,49.9
6,52.6
7,55.2
8,57.6
9,60.3
10,62.9
11,65.5
12,68.2
13,70.8
14,73.3
15,76.0
16,78.6
17,81.1
18,83.8
19,87.1
20,89.4
21,91.8
22,94.4
23,96.3
