VM_Number,ResponseTime
0,0.00
1,2.67
2,2.39
3,2.39
4,2.34
5,2.35
6,2.37
7,2.42
8,2.40
9,2.40
10,2.37
11,2.41
12,2.34
13,2.38
14,2.37
15,2.43
16,2.41
17,2.44
18,2.43
19,2.50
20,2.54
21,2.79
22,2.99
