VM_Number,CPUUsage
0,0.5
1,32.0
2,29.9
3,29.4
4,32.2
5,32.2
6,41.0
7,38.7
8,36.3
9,13.1
10,39.0
11,34.5
12,30.7
13,38.4
14,35.3
15,26.5
16,34.9
17,27.1
18,37.1
19,41.0
20,36.7
21,34.6
22,40.0
23,36.1
24,34.0
25,40.5
26,40.4
27,40.8
28,37.1
29,39.8
30,44.3
31,30.1
32,29.2
33,27.0
34,36.4
35,41.2
36,34.0
37,36.5
38,36.3
39,25.6
40,37.6
41,52.0
42,37.3
43,37.7
44,34.9
45,39.4
46,35.6
47,29.0
48,37.3
49,37.1
50,52.6
51,24.0
52,36.8
53,45.6
54,31.9
55,31.4
