VM_Number,RAMUsage
0,21.4
1,23.3
2,24.5
3,25.9
4,27.1
5,28.3
6,29.6
7,30.9
8,32.2
9,33.6
10,34.9
11,36.1
12,37.5
13,38.8
14,40.0
15,41.3
16,42.7
17,44.0
18,45.3
19,46.7
20,48.0
21,49.4
22,50.7
23,52.1
24,53.3
25,54.7
26,56.1
27,57.5
28,58.8
29,60.1
30,61.5
31,62.7
32,64.2
33,65.5
34,66.9
35,68.2
36,69.5
37,70.9
38,72.3
39,73.7
40,75.1
41,76.4
42,77.7
43,79.1
44,80.4
45,81.7
46,83.0
47,84.5
48,85.8
49,87.2
50,88.5
51,89.8
52,91.0
53,92.3
54,93.6
55,94.9
56,96.2
