VM_Number,CPUUsage
0,1.5
1,37.3
2,22.9
3,26.9
4,39.2
5,37.7
6,43.3
7,38.3
8,41.3
9,42.3
10,34.2
11,30.8
12,33.1
13,41.9
14,37.6
15,39.4
16,41.5
17,37.3
18,38.8
19,45.1
20,26.0
21,38.9
22,38.5
23,34.9
