VM_Number,CPUUsage
0,0.0
1,35.9
2,33.8
3,29.1
4,31.3
5,37.1
6,38.7
7,30.6
8,22.0
9,40.4
10,33.6
11,31.8
12,35.3
13,32.2
14,39.5
15,33.1
16,24.4
17,26.2
18,32.7
19,34.9
20,35.9
21,28.4
22,36.5
23,33.6
24,40.1
25,33.6
26,33.8
27,34.9
28,34.0
29,32.7
30,34.9
31,38.1
32,23.7
33,35.5
34,33.8
35,24.7
36,30.0
37,36.1
38,34.2
39,33.8
40,36.9
41,35.3
42,35.1
43,41.8
44,35.1
45,37.0
46,35.7
47,27.1
48,38.1
49,37.7
50,38.2
51,38.5
52,31.7
53,41.1
54,45.6
55,25.9
56,41.3
