VM_Number,CPUUsage
0,0.0
1,36.2
2,34.8
3,35.2
4,35.1
5,37.3
6,33.7
7,35.3
8,38.9
9,34.2
10,34.2
11,32.7
12,33.1
13,30.2
14,33.8
15,36.1
16,36.7
17,37.6
18,35.7
19,23.2
20,34.9
21,23.0
22,39.6
23,37.7
24,38.8
25,38.1
26,36.7
27,34.2
28,38.9
29,36.5
30,35.7
31,41.8
32,35.7
33,35.7
34,24.7
35,40.7
36,35.6
37,39.6
38,35.3
39,35.8
40,39.6
41,39.0
42,37.7
43,23.7
44,36.5
45,39.6
46,38.8
47,36.9
48,29.4
49,41.7
50,32.7
51,37.2
52,42.1
53,39.9
54,32.8
55,37.7
56,37.4
