VM_Number,CPUUsage
0,0.5
1,34.8
2,32.0
3,30.6
4,35.5
5,21.1
6,32.4
7,32.7
8,42.2
9,21.7
10,36.1
11,34.0
12,35.9
13,33.6
14,38.5
15,29.3
16,37.7
17,38.3
18,35.3
19,35.1
20,29.6
21,37.8
22,40.1
23,36.1
24,37.7
25,33.8
26,37.2
27,37.1
28,33.6
29,36.9
30,38.5
31,32.2
32,21.3
33,34.0
34,42.0
35,23.4
36,34.0
37,30.7
38,33.3
39,33.1
40,33.8
41,40.4
42,35.5
43,18.9
44,33.6
45,33.3
46,36.6
47,38.3
48,36.6
49,37.6
50,44.5
51,39.4
52,39.2
53,35.6
54,44.8
55,39.5
56,33.1
